y_true,race_group,explicacao_shap
1,White,percent_days_employed = 1.0 (reduz o risco); jobs_per_year = 1.0 (aumenta o risco); prior_arrest_episodes_ppviolationcharges = 5 (aumenta o risco); age_at_release = 5 (reduz o risco)
0,White,percent_days_employed = 0.0 (aumenta o risco); jobs_per_year = 0.0 (reduz o risco); gang_affiliated = -1 (reduz o risco); prior_arrest_episodes_felony = 10 (aumenta o risco)
0,White,jobs_per_year = 0.2399802890932983 (reduz o risco); age_at_release = 6 (reduz o risco); prior_arrest_episodes_ppviolationcharges = 5 (aumenta o risco); residence_puma = 2 (reduz o risco)
1,White,jobs_per_year = 2.0 (aumenta o risco); delinquency_reports = 1 (aumenta o risco); residence_puma = 10 (aumenta o risco); age_at_release = 6 (reduz o risco)
1,Black,percent_days_employed = 0.6659242761692651 (reduz o risco); prior_arrest_episodes_ppviolationcharges = 5 (aumenta o risco); jobs_per_year = 1.626948775055679 (aumenta o risco); program_attendances = 0 (aumenta o risco)
1,White,percent_days_employed = 0.0 (aumenta o risco); jobs_per_year = 0.0 (reduz o risco); gang_affiliated = 1 (aumenta o risco); delinquency_reports = 3 (reduz o risco)
0,White,jobs_per_year = 2.320099818511797 (aumenta o risco); percent_days_employed = 1.0 (reduz o risco); program_attendances = 10 (reduz o risco); residence_changes = 3 (aumenta o risco)
1,White,percent_days_employed = 1.0 (reduz o risco); residence_changes = 3 (aumenta o risco); avg_days_per_drugtest = 0.0 (aumenta o risco); prior_arrest_episodes_ppviolationcharges = 5 (aumenta o risco)
0,White,percent_days_employed = 0.0 (aumenta o risco); jobs_per_year = 0.0 (reduz o risco); drugtests_meth_positive = 0.125 (aumenta o risco); delinquency_reports = 3 (reduz o risco)
0,White,percent_days_employed = 1.0 (reduz o risco); jobs_per_year = 2.0 (aumenta o risco); prior_arrest_episodes_ppviolationcharges = 0 (reduz o risco); supervision_risk_score_first = 3.0 (reduz o risco)
1,White,jobs_per_year = 1.0 (aumenta o risco); residence_changes = 3 (aumenta o risco); delinquency_reports = 4 (reduz o risco); program_attendances = 7 (reduz o risco)
1,White,percent_days_employed = 0.0 (aumenta o risco); age_at_release = 6 (reduz o risco); jobs_per_year = 0.0 (reduz o risco); drugtests_other_positive = 0.3333333432674408 (aumenta o risco)
0,White,percent_days_employed = 0.9959415584415584 (reduz o risco); jobs_per_year = 0.2964691558441558 (reduz o risco); age_at_release = 6 (reduz o risco); prior_arrest_episodes_ppviolationcharges = 5 (aumenta o risco)
0,Black,percent_days_employed = 0.037111334002006 (aumenta o risco); gang_affiliated = 1 (aumenta o risco); jobs_per_year = 0.3663490471414243 (reduz o risco); program_attendances = 10 (reduz o risco)
1,White,percent_days_employed = 0.0 (aumenta o risco); jobs_per_year = 0.0 (reduz o risco); gang_affiliated = 1 (aumenta o risco); prior_arrest_episodes_property = 5 (aumenta o risco)
1,Black,percent_days_employed = 0.1804281345565749 (aumenta o risco); jobs_per_year = 2.0 (aumenta o risco); gang_affiliated = 1 (aumenta o risco); prior_arrest_episodes_felony = 10 (aumenta o risco)
0,Black,delinquency_reports = 4 (reduz o risco); percent_days_employed = 0.3093270365997638 (aumenta o risco); jobs_per_year = 0.4312278630460448 (reduz o risco); gang_affiliated = 1 (aumenta o risco)
1,White,drugtests_other_positive = 0.1538461595773697 (aumenta o risco); percent_days_employed = 0.4728850325379609 (aumenta o risco); prior_arrest_episodes_ppviolationcharges = 5 (aumenta o risco); age_at_release = 2 (aumenta o risco)
1,White,percent_days_employed = 1.0 (reduz o risco); jobs_per_year = 3.358620689655172 (aumenta o risco); prior_arrest_episodes_felony = 9 (aumenta o risco); age_at_release = 4 (reduz o risco)
0,Black,percent_days_employed = 0.1457680250783699 (aumenta o risco); jobs_per_year = 0.2862460815047022 (reduz o risco); age_at_release = 6 (reduz o risco); prior_arrest_episodes_ppviolationcharges = 5 (aumenta o risco)
1,Black,percent_days_employed = 0.0 (aumenta o risco); jobs_per_year = 0.0 (reduz o risco); gang_affiliated = 1 (aumenta o risco); age_at_release = 1 (aumenta o risco)
0,White,delinquency_reports = 3 (reduz o risco); percent_days_employed = 0.7926565874730022 (reduz o risco); avg_days_per_drugtest = 92.6 (reduz o risco); residence_puma = 4 (reduz o risco)
1,White,percent_days_employed = 1.0 (reduz o risco); jobs_per_year = 1.0 (aumenta o risco); age_at_release = 6 (reduz o risco); prior_arrest_episodes_ppviolationcharges = 5 (aumenta o risco)
1,Black,percent_days_employed = 0.0 (aumenta o risco); jobs_per_year = 0.0 (reduz o risco); prior_revocations_parole = 1 (aumenta o risco); delinquency_reports = 0 (aumenta o risco)
0,White,percent_days_employed = 0.224952741020794 (aumenta o risco); gang_affiliated = -1 (reduz o risco); delinquency_reports = 1 (aumenta o risco); jobs_per_year = 0.4603024574669187 (reduz o risco)
1,Black,jobs_per_year = 1.0 (aumenta o risco); avg_days_per_drugtest = 8.454545454545455 (aumenta o risco); drugtests_thc_positive = 0.0909090936183929 (reduz o risco); residence_changes = 0 (reduz o risco)
1,White,percent_days_employed = 0.0 (aumenta o risco); age_at_release = 6 (reduz o risco); jobs_per_year = 0.0 (reduz o risco); prior_arrest_episodes_ppviolationcharges = 5 (aumenta o risco)
0,White,percent_days_employed = 0.0 (aumenta o risco); jobs_per_year = 0.0 (reduz o risco); delinquency_reports = 1 (aumenta o risco); prior_arrest_episodes_ppviolationcharges = 5 (aumenta o risco)
0,Black,percent_days_employed = 1.0 (reduz o risco); jobs_per_year = 1.0 (aumenta o risco); program_attendances = 10 (reduz o risco); condition_mh_sa = 0 (reduz o risco)
0,White,percent_days_employed = 0.0 (aumenta o risco); age_at_release = 6 (reduz o risco); jobs_per_year = 0.0 (reduz o risco); drugtests_thc_positive = 0.0399999991059303 (reduz o risco)
0,White,percent_days_employed = 0.9967637540453076 (reduz o risco); jobs_per_year = 0.2955097087378641 (reduz o risco); residence_puma = 14 (aumenta o risco); prior_arrest_episodes_felony = 10 (aumenta o risco)
0,Black,percent_days_employed = 0.0 (aumenta o risco); jobs_per_year = 0.0 (reduz o risco); prior_arrest_episodes_felony = 10 (aumenta o risco); delinquency_reports = 0 (aumenta o risco)
0,Black,percent_days_employed = 0.0 (aumenta o risco); jobs_per_year = 0.0 (reduz o risco); age_at_release = 6 (reduz o risco); delinquency_reports = 4 (reduz o risco)
0,Black,percent_days_employed = 0.0 (aumenta o risco); jobs_per_year = 0.0 (reduz o risco); age_at_release = 6 (reduz o risco); prior_revocations_parole = 1 (aumenta o risco)
0,Black,jobs_per_year = 0.2181899641577061 (reduz o risco); percent_days_employed = 0.6547192353643967 (reduz o risco); drugtests_thc_positive = 0.0487804859876633 (reduz o risco); program_attendances = 10 (reduz o risco)
1,Black,jobs_per_year = 1.0 (aumenta o risco); residence_changes = 3 (aumenta o risco); prior_arrest_episodes_ppviolationcharges = 5 (aumenta o risco); prior_arrest_episodes_property = 5 (aumenta o risco)
1,White,percent_days_employed = 0.0689655172413793 (aumenta o risco); avg_days_per_drugtest = 159.5 (aumenta o risco); jobs_per_year = 0.3816614420062696 (reduz o risco); delinquency_reports = 0 (aumenta o risco)
0,White,percent_days_employed = 0.998148148148148 (reduz o risco); drugtests_thc_positive = 0.0222222227603197 (reduz o risco); program_attendances = 10 (reduz o risco); delinquency_reports = 4 (reduz o risco)
0,White,jobs_per_year = 0.3918991416309013 (reduz o risco); percent_days_employed = 0.971030042918455 (reduz o risco); age_at_release = 6 (reduz o risco); program_attendances = 10 (reduz o risco)
0,Black,percent_days_employed = 0.3153910849453322 (aumenta o risco); delinquency_reports = 4 (reduz o risco); jobs_per_year = 0.3071909167367535 (reduz o risco); program_attendances = 6 (reduz o risco)
0,Black,percent_days_employed = 0.0 (aumenta o risco); jobs_per_year = 0.0 (reduz o risco); prior_arrest_episodes_felony = 10 (aumenta o risco); prior_arrest_episodes_property = 5 (aumenta o risco)
1,White,delinquency_reports = 1 (aumenta o risco); percent_days_employed = 0.4795698924731183 (reduz o risco); jobs_per_year = 0.785483870967742 (reduz o risco); prior_arrest_episodes_ppviolationcharges = 5 (aumenta o risco)
0,White,percent_days_employed = 0.0 (aumenta o risco); jobs_per_year = 0.0 (reduz o risco); condition_mh_sa = 0 (reduz o risco); delinquency_reports = 0 (aumenta o risco)
1,White,percent_days_employed = 0.0 (aumenta o risco); jobs_per_year = 0.0 (reduz o risco); prior_arrest_episodes_felony = 10 (aumenta o risco); delinquency_reports = 0 (aumenta o risco)
0,White,percent_days_employed = 0.1666666666666667 (aumenta o risco); jobs_per_year = 1.0 (aumenta o risco); age_at_release = 5 (reduz o risco); residence_changes = 0 (reduz o risco)
1,White,percent_days_employed = 0.0 (aumenta o risco); jobs_per_year = 0.0 (reduz o risco); gang_affiliated = 1 (aumenta o risco); prior_arrest_episodes_felony = 10 (aumenta o risco)
1,Black,percent_days_employed = 0.0 (aumenta o risco); jobs_per_year = 0.0 (reduz o risco); delinquency_reports = 1 (aumenta o risco); gang_affiliated = 1 (aumenta o risco)
1,Black,percent_days_employed = 1.0 (reduz o risco); prior_revocations_parole = 1 (aumenta o risco); age_at_release = 6 (reduz o risco); condition_mh_sa = 0 (reduz o risco)
1,Black,jobs_per_year = 1.0 (aumenta o risco); prior_arrest_episodes_ppviolationcharges = 5 (aumenta o risco); prior_arrest_episodes_felony = 10 (aumenta o risco); program_unexcusedabsences = 3 (aumenta o risco)
0,Black,percent_days_employed = 0.0 (aumenta o risco); jobs_per_year = 0.0 (reduz o risco); program_attendances = 9 (reduz o risco); prior_arrest_episodes_felony = 10 (aumenta o risco)
0,Black,percent_days_employed = 0.9295366795366796 (reduz o risco); delinquency_reports = 1 (aumenta o risco); avg_days_per_drugtest = 0.0 (aumenta o risco); program_attendances = 0 (aumenta o risco)
0,Black,jobs_per_year = 1.0 (aumenta o risco); percent_days_employed = 0.7359550561797753 (reduz o risco); condition_mh_sa = 1 (aumenta o risco); residence_changes = 0 (reduz o risco)
1,Black,percent_days_employed = 0.0 (aumenta o risco); jobs_per_year = 0.0 (reduz o risco); prior_revocations_parole = 1 (aumenta o risco); drugtests_thc_positive = 0.2000000029802322 (aumenta o risco)
1,Black,percent_days_employed = 1.0 (reduz o risco); jobs_per_year = 2.82409793814433 (aumenta o risco); delinquency_reports = 4 (reduz o risco); prior_arrest_episodes_ppviolationcharges = 5 (aumenta o risco)
1,Black,percent_days_employed = 0.8725961538461539 (reduz o risco); avg_days_per_drugtest = 104.0 (reduz o risco); jobs_per_year = 0.8780048076923076 (aumenta o risco); prior_arrest_episodes_ppviolationcharges = 1 (reduz o risco)
1,White,jobs_per_year = 1.0 (aumenta o risco); percent_days_employed = 0.8680851063829788 (reduz o risco); prior_arrest_episodes_ppviolationcharges = 5 (aumenta o risco); prior_arrest_episodes_felony = 10 (aumenta o risco)
1,White,percent_days_employed = 0.0 (aumenta o risco); jobs_per_year = 0.0 (reduz o risco); prior_arrest_episodes_misd = 6 (aumenta o risco); condition_mh_sa = 0 (reduz o risco)
0,Black,jobs_per_year = 0.2353414948453608 (reduz o risco); percent_days_employed = 1.0 (reduz o risco); condition_mh_sa = 0 (reduz o risco); prior_revocations_parole = 1 (aumenta o risco)
1,Black,percent_days_employed = 0.1625806451612903 (aumenta o risco); jobs_per_year = 0.4712903225806452 (reduz o risco); delinquency_reports = 0 (aumenta o risco); residence_puma = 4 (reduz o risco)
0,White,percent_days_employed = 0.9090909090909092 (reduz o risco); age_at_release = 6 (reduz o risco); program_unexcusedabsences = 3 (aumenta o risco); program_attendances = 10 (reduz o risco)
1,Black,percent_days_employed = 1.0 (reduz o risco); jobs_per_year = 4.0 (aumenta o risco); age_at_release = 6 (reduz o risco); prior_arrest_episodes_ppviolationcharges = 5 (aumenta o risco)
1,Black,percent_days_employed = 0.0029197080291971 (aumenta o risco); jobs_per_year = 1.066423357664234 (aumenta o risco); avg_days_per_drugtest = 0.0 (aumenta o risco); delinquency_reports = 0 (aumenta o risco)
1,White,percent_days_employed = 0.0 (aumenta o risco); jobs_per_year = 0.0 (reduz o risco); prior_arrest_episodes_ppviolationcharges = 5 (aumenta o risco); prior_arrest_episodes_felony = 10 (aumenta o risco)
0,White,percent_days_employed = 1.0 (reduz o risco); jobs_per_year = 2.0 (aumenta o risco); age_at_release = 6 (reduz o risco); avg_days_per_drugtest = 0.0 (aumenta o risco)
0,White,percent_days_employed = 1.0 (reduz o risco); gang_affiliated = -1 (reduz o risco); residence_changes = 3 (aumenta o risco); condition_mh_sa = 0 (reduz o risco)
1,White,jobs_per_year = 2.0 (aumenta o risco); percent_days_employed = 0.8164251207729468 (reduz o risco); avg_days_per_drugtest = 0.0 (aumenta o risco); residence_changes = 2 (aumenta o risco)
0,White,percent_days_employed = 1.0 (reduz o risco); gang_affiliated = -1 (reduz o risco); age_at_release = 5 (reduz o risco); prior_arrest_episodes_ppviolationcharges = 5 (aumenta o risco)
1,White,percent_days_employed = 0.0 (aumenta o risco); jobs_per_year = 0.0 (reduz o risco); condition_mh_sa = 0 (reduz o risco); prior_arrest_episodes_misd = 6 (aumenta o risco)
1,White,percent_days_employed = 0.3538461538461539 (aumenta o risco); delinquency_reports = 3 (reduz o risco); jobs_per_year = 2.408241758241758 (aumenta o risco); prior_arrest_episodes_misd = 6 (aumenta o risco)
0,White,percent_days_employed = 0.0240202275600506 (aumenta o risco); jobs_per_year = 0.4617572692793931 (reduz o risco); delinquency_reports = 0 (aumenta o risco); avg_days_per_drugtest = 79.1 (reduz o risco)
0,White,jobs_per_year = 0.2270043505282784 (reduz o risco); drugtests_other_positive = 0.025000000372529 (reduz o risco); percent_days_employed = 0.45680546923555 (aumenta o risco); residence_changes = 3 (aumenta o risco)
1,White,percent_days_employed = 0.0 (aumenta o risco); drugtests_meth_positive = 0.3333333432674408 (aumenta o risco); jobs_per_year = 0.0 (reduz o risco); program_unexcusedabsences = 3 (aumenta o risco)
0,Black,percent_days_employed = 1.0 (reduz o risco); jobs_per_year = 0.8189461883408072 (reduz o risco); prior_revocations_parole = 1 (aumenta o risco); prior_arrest_episodes_property = 5 (aumenta o risco)
1,White,percent_days_employed = 0.092797783933518 (aumenta o risco); delinquency_reports = 4 (reduz o risco); residence_puma = 4 (reduz o risco); program_attendances = 0 (aumenta o risco)
0,White,percent_days_employed = 0.0 (aumenta o risco); age_at_release = 6 (reduz o risco); jobs_per_year = 0.0 (reduz o risco); delinquency_reports = 3 (reduz o risco)
0,White,percent_days_employed = 0.3319783197831978 (aumenta o risco); delinquency_reports = 4 (reduz o risco); jobs_per_year = 0.4949186991869918 (reduz o risco); residence_changes = 3 (aumenta o risco)
1,Black,percent_days_employed = 0.0 (aumenta o risco); jobs_per_year = 0.0 (reduz o risco); delinquency_reports = 0 (aumenta o risco); drugtests_thc_positive = 0.1111111119389534 (reduz o risco)
0,White,percent_days_employed = 0.0 (aumenta o risco); jobs_per_year = 0.0 (reduz o risco); age_at_release = 6 (reduz o risco); delinquency_reports = 1 (aumenta o risco)
1,White,jobs_per_year = 0.3278725314183124 (reduz o risco); delinquency_reports = 1 (aumenta o risco); prior_arrest_episodes_ppviolationcharges = 5 (aumenta o risco); percent_days_employed = 0.533213644524237 (aumenta o risco)
0,Black,percent_days_employed = 0.9944196428571428 (reduz o risco); jobs_per_year = 0.4076450892857143 (reduz o risco); age_at_release = 5 (reduz o risco); prior_arrest_episodes_ppviolationcharges = 0 (reduz o risco)
1,White,gang_affiliated = -1 (reduz o risco); drugtests_other_positive = 0.5 (aumenta o risco); delinquency_reports = 4 (reduz o risco); prior_arrest_episodes_ppviolationcharges = 5 (aumenta o risco)
1,Black,percent_days_employed = 0.0 (aumenta o risco); jobs_per_year = 0.0 (reduz o risco); delinquency_reports = 1 (aumenta o risco); gang_affiliated = 1 (aumenta o risco)
0,Black,percent_days_employed = 0.9602941176470589 (reduz o risco); age_at_release = 6 (reduz o risco); jobs_per_year = 0.5371323529411764 (reduz o risco); condition_mh_sa = 0 (reduz o risco)
0,Black,jobs_per_year = 0.2933734939759036 (reduz o risco); percent_days_employed = 0.7630522088353414 (reduz o risco); age_at_release = 6 (reduz o risco); delinquency_reports = 1 (aumenta o risco)
0,White,percent_days_employed = 1.0 (reduz o risco); jobs_per_year = 0.3485209923664122 (reduz o risco); avg_days_per_drugtest = 524.0 (reduz o risco); delinquency_reports = 4 (reduz o risco)
0,Black,jobs_per_year = 0.6352173913043477 (reduz o risco); age_at_release = 6 (reduz o risco); percent_days_employed = 0.0 (aumenta o risco); prior_revocations_parole = 1 (aumenta o risco)
1,White,jobs_per_year = 1.0 (aumenta o risco); drugtests_thc_positive = 0.0344827584922314 (reduz o risco); program_attendances = 10 (reduz o risco); percent_days_employed = 0.896551724137931 (reduz o risco)
0,White,jobs_per_year = 2.0 (aumenta o risco); percent_days_employed = 1.0 (reduz o risco); prior_revocations_parole = 1 (aumenta o risco); age_at_release = 6 (reduz o risco)
1,White,percent_days_employed = 0.0 (aumenta o risco); age_at_release = 6 (reduz o risco); gang_affiliated = -1 (reduz o risco); jobs_per_year = 0.0 (reduz o risco)
1,Black,percent_days_employed = 0.0 (aumenta o risco); jobs_per_year = 0.0 (reduz o risco); gang_affiliated = 1 (aumenta o risco); delinquency_reports = 0 (aumenta o risco)
1,Black,percent_days_employed = 1.0 (reduz o risco); jobs_per_year = 2.0 (aumenta o risco); avg_days_per_drugtest = 0.0 (aumenta o risco); residence_changes = 0 (reduz o risco)
1,White,percent_days_employed = 0.1177170035671819 (aumenta o risco); drugtests_meth_positive = 0.1333333402872086 (aumenta o risco); jobs_per_year = 0.4343043995243758 (reduz o risco); residence_puma = 22 (aumenta o risco)
1,Black,percent_days_employed = 0.0 (aumenta o risco); jobs_per_year = 0.0 (reduz o risco); age_at_release = 6 (reduz o risco); delinquency_reports = 1 (aumenta o risco)
1,Black,percent_days_employed = 0.0 (aumenta o risco); jobs_per_year = 0.0 (reduz o risco); age_at_release = 6 (reduz o risco); prior_arrest_episodes_ppviolationcharges = 5 (aumenta o risco)
0,Black,percent_days_employed = 1.0 (reduz o risco); program_attendances = 10 (reduz o risco); condition_mh_sa = 0 (reduz o risco); prior_arrest_episodes_felony = 10 (aumenta o risco)
1,Black,percent_days_employed = 0.0 (aumenta o risco); jobs_per_year = 0.0 (reduz o risco); drugtests_thc_positive = 1.0 (aumenta o risco); age_at_release = 2 (aumenta o risco)
0,Black,jobs_per_year = 0.5443368107302533 (reduz o risco); residence_puma = 22 (aumenta o risco); age_at_release = 3 (reduz o risco); prior_arrest_episodes_property = 0 (reduz o risco)
1,Black,percent_days_employed = 0.2201901975128017 (aumenta o risco); avg_days_per_drugtest = 455.6666666666667 (aumenta o risco); residence_puma = 22 (aumenta o risco); prior_arrest_episodes_felony = 10 (aumenta o risco)
0,White,percent_days_employed = 0.0 (aumenta o risco); jobs_per_year = 0.0 (reduz o risco); delinquency_reports = 4 (reduz o risco); prior_arrest_episodes_ppviolationcharges = 5 (aumenta o risco)
1,White,percent_days_employed = 0.0 (aumenta o risco); jobs_per_year = 0.0 (reduz o risco); age_at_release = 6 (reduz o risco); delinquency_reports = 3 (reduz o risco)
1,Black,percent_days_employed = 0.0 (aumenta o risco); jobs_per_year = 0.0 (reduz o risco); gang_affiliated = -1 (reduz o risco); prior_arrest_episodes_felony = 10 (aumenta o risco)
0,Black,percent_days_employed = 0.0 (aumenta o risco); delinquency_reports = 4 (reduz o risco); jobs_per_year = 0.0 (reduz o risco); age_at_release = 5 (reduz o risco)
0,Black,jobs_per_year = 0.298406862745098 (reduz o risco); percent_days_employed = 0.9387254901960784 (reduz o risco); gang_affiliated = 1 (aumenta o risco); drugtests_thc_positive = 0.0588235296308994 (reduz o risco)
0,White,percent_days_employed = 0.9981285090455396 (reduz o risco); jobs_per_year = 0.4557080474111042 (reduz o risco); age_at_release = 6 (reduz o risco); prior_arrest_episodes_property = 5 (aumenta o risco)
1,Black,jobs_per_year = 1.0 (aumenta o risco); percent_days_employed = 0.9669811320754716 (reduz o risco); drugtests_thc_positive = 0.0357142873108387 (reduz o risco); avg_days_per_drugtest = 7.571428571428571 (aumenta o risco)
0,White,percent_days_employed = 0.17 (aumenta o risco); age_at_release = 5 (reduz o risco); prior_arrest_episodes_misd = 0 (reduz o risco); prior_arrest_episodes_ppviolationcharges = 0 (reduz o risco)
0,White,delinquency_reports = 4 (reduz o risco); program_attendances = 10 (reduz o risco); percent_days_employed = 0.4038461538461539 (aumenta o risco); drugtests_meth_positive = 0.1000000014901161 (aumenta o risco)
1,White,jobs_per_year = 1.0 (aumenta o risco); gang_affiliated = 1 (aumenta o risco); delinquency_reports = 4 (reduz o risco); avg_days_per_drugtest = 0.0 (aumenta o risco)
0,White,percent_days_employed = 0.0 (aumenta o risco); jobs_per_year = 0.0 (reduz o risco); program_attendances = 10 (reduz o risco); age_at_release = 5 (reduz o risco)
1,White,percent_days_employed = 1.0 (reduz o risco); jobs_per_year = 2.0 (aumenta o risco); avg_days_per_drugtest = 0.0 (aumenta o risco); prior_arrest_episodes_felony = 10 (aumenta o risco)
0,Black,percent_days_employed = 0.8491879350348028 (reduz o risco); delinquency_reports = 4 (reduz o risco); condition_mh_sa = 0 (reduz o risco); age_at_release = 4 (reduz o risco)
0,White,percent_days_employed = 1.0 (reduz o risco); delinquency_reports = 4 (reduz o risco); avg_days_per_drugtest = 94.36363636363636 (reduz o risco); prior_arrest_episodes_ppviolationcharges = 5 (aumenta o risco)
0,White,delinquency_reports = 4 (reduz o risco); program_attendances = 10 (reduz o risco); jobs_per_year = 0.5037931034482759 (reduz o risco); prior_revocations_parole = 1 (aumenta o risco)
1,White,percent_days_employed = 1.0 (reduz o risco); age_at_release = 0 (aumenta o risco); avg_days_per_drugtest = 80.8 (reduz o risco); jobs_per_year = 1.808168316831683 (aumenta o risco)
1,White,percent_days_employed = 0.2222222222222222 (aumenta o risco); gang_affiliated = -1 (reduz o risco); jobs_per_year = 1.0 (aumenta o risco); prior_revocations_parole = 1 (aumenta o risco)
1,Black,jobs_per_year = 2.0 (aumenta o risco); age_at_release = 6 (reduz o risco); delinquency_reports = 4 (reduz o risco); prior_arrest_episodes_ppviolationcharges = 5 (aumenta o risco)
1,White,percent_days_employed = 0.8490878938640133 (reduz o risco); jobs_per_year = 0.6057213930348259 (reduz o risco); delinquency_reports = 1 (aumenta o risco); program_attendances = 10 (reduz o risco)
0,Black,percent_days_employed = 1.0 (reduz o risco); residence_changes = 3 (aumenta o risco); program_attendances = 9 (reduz o risco); program_unexcusedabsences = 3 (aumenta o risco)
